68.510554,-12.339267,4554.600000,1.502101,156175.316831,0.566950
67.125681,-9.313055,4554.600000,1.522972,145626.389916,0.576955
65.843804,-6.160740,4554.600000,1.545225,inf,0.586960
64.660321,-2.896215,4554.600000,1.568820,134963.722423,0.596965
63.570467,0.475495,4554.600000,1.593843,132267.951628,0.606970
62.570551,3.956380,4554.600000,1.620460,130535.846730,0.616975
61.658747,7.554372,4554.600000,1.648907,129461.533411,0.626980
60.835709,11.282719,4554.600000,1.679470,128844.012176,0.636985
60.105138,15.159590,4554.600000,1.712499,128657.404087,0.646990
59.474341,19.207779,4554.600000,1.748404,128730.145534,0.656995
58.954839,23.454405,4554.600000,1.787671,128948.378871,0.667000
58.562975,27.930456,4554.600000,1.830881,129435.195639,0.677005
58.320481,32.670026,4554.600000,1.878722,129979.765543,0.687010
58.254869,37.709010,4554.600000,1.932020,130679.646442,0.697015
58.399367,43.082956,4554.600000,1.991769,131393.710248,0.707020
58.791983,48.823647,4554.600000,2.059166,132229.705480,0.717025
59.472985,54.953869,4554.600000,2.135651,132957.778525,0.727030
60.479773,61.479597,4554.600000,2.222960,133810.081719,0.737035
61.837735,68.378541,4554.600000,2.323167,134513.239247,0.747040
63.545308,75.583354,4554.600000,2.438731,135029.396554,0.757045
65.551293,82.956496,4554.600000,2.572518,140412.252404,0.767050
