67.105685,32.800529,4554.600000,1.679887,118395.983772,1.508750
66.136337,31.898825,4554.600000,1.687729,119652.328335,1.535375
65.228611,30.853030,4554.600000,1.698711,120694.192953,1.562000
64.353928,29.822435,4554.600000,1.709968,121715.952245,1.588625
63.507846,28.823128,4554.600000,1.721197,122739.617272,1.615250
62.688695,27.855597,4554.600000,1.732374,123767.146871,1.641875
61.895193,26.918679,4554.600000,1.743503,124798.180128,1.668500
61.126168,26.011085,4554.600000,1.754594,125832.077186,1.695125
60.380522,25.131568,4554.600000,1.765654,126868.155373,1.721750
59.657223,24.278934,4554.600000,1.776691,127905.717560,1.748375
58.955303,23.452048,4554.600000,1.787712,128944.056561,1.775000
58.273848,22.649823,4554.600000,1.798722,129982.456822,1.801625
57.611998,21.871221,4554.600000,1.809728,131020.195833,1.828250
56.968941,21.115248,4554.600000,1.820736,132056.545552,1.854875
56.343913,20.380955,4554.600000,1.831749,133090.773866,1.881500
55.736189,19.667431,4554.600000,1.842773,134122.146094,1.908125
55.145085,18.973804,4554.600000,1.853811,135149.926506,1.934750
54.569956,18.299240,4554.600000,1.864868,136173.379877,1.961375
54.010188,17.642934,4554.600000,1.875947,137191.773049,1.988000
53.465202,17.004119,4554.600000,1.887050,138204.376503,2.014625
52.934447,16.382056,4554.600000,1.898180,139210.465933,2.041250
