56.934866,28.760765,4554.600000,1.773679,128943.618116,0.340000
57.030731,28.467695,4554.600000,1.774717,128941.533569,0.346000
57.144371,28.129063,4554.600000,1.775868,128939.135974,0.352000
57.277733,27.742061,4554.600000,1.777126,128936.409344,0.358000
57.433017,27.303566,4554.600000,1.778482,128933.336151,0.364000
57.612441,26.810740,4554.600000,1.779928,128929.901439,0.370000
57.818372,26.260701,4554.600000,1.781451,128926.090597,0.376000
58.053313,25.650595,4554.600000,1.783040,128921.889894,0.382000
58.319855,24.977683,4554.600000,1.784680,128917.287044,0.388000
58.620900,24.238930,4554.600000,1.786358,128912.268622,0.394000
58.959303,23.431722,4554.600000,1.788057,128906.824664,0.400000
59.338073,22.553463,4554.600000,1.789759,128900.946113,0.406000
59.760334,21.601668,4554.600000,1.791445,128894.625368,0.412000
60.229277,20.574048,4554.600000,1.793097,128887.856829,0.418000
60.748429,19.468075,4554.600000,1.794694,128880.634281,0.424000
61.321192,18.281748,4554.600000,1.796213,128872.955484,0.430000
61.951105,17.013166,4554.600000,1.797633,128864.819535,0.436000
62.641788,15.660607,4554.600000,1.798931,128856.227367,0.442000
63.396880,14.222628,4554.600000,1.800083,128847.182199,0.448000
64.220371,12.697619,4554.600000,1.801066,128837.687149,0.454000
65.116036,11.084571,4554.600000,1.801856,128827.749322,0.460000
