58.654850,20.688492,4554.600000,1.766128,118131.808859,0.006800
58.686495,20.979686,4554.600000,1.768466,119236.185835,0.006920
58.717862,21.266876,4554.600000,1.770769,120334.153456,0.007040
58.748956,21.550163,4554.600000,1.773039,121425.887409,0.007160
58.779782,21.829647,4554.600000,1.775276,122511.556181,0.007280
58.810342,22.105421,4554.600000,1.777481,123591.321463,0.007400
58.840641,22.377577,4554.600000,1.779655,124665.338533,0.007520
58.870682,22.646202,4554.600000,1.781799,125733.756601,0.007640
58.900471,22.911381,4554.600000,1.783914,126796.719142,0.007760
58.930010,23.173194,4554.600000,1.785999,127854.364198,0.007880
58.959303,23.431722,4554.600000,1.788057,128906.824664,0.008000
58.988353,23.687039,4554.600000,1.790087,129954.228552,0.008120
59.017165,23.939220,4554.600000,1.792090,130996.699242,0.008240
59.045742,24.188335,4554.600000,1.794068,132034.355710,0.008360
59.074087,24.434451,4554.600000,1.796020,133067.312746,0.008480
59.102203,24.677637,4554.600000,1.797947,134095.681163,0.008600
59.130094,24.917955,4554.600000,1.799849,135124.312480,0.008720
59.157763,25.155467,4554.600000,1.801728,136149.030186,0.008840
59.185213,25.390235,4554.600000,1.803584,137169.519108,0.008960
59.212447,25.622314,4554.600000,1.805417,138185.875518,0.009080
59.239469,25.851763,4554.600000,1.807228,139198.192566,0.009200
