1.102362,0.255237,0.000000,0.000000
1.117599,0.267083,0.000000,0.000000
1.132431,0.278555,0.000000,0.000000
1.146839,0.289683,0.000000,0.000000
1.160804,0.300497,0.000000,0.000000
1.174310,0.311020,0.000000,0.000000
1.187342,0.321272,0.000000,0.000000
1.199889,0.331270,0.000000,0.000000
1.211939,0.341025,0.000000,0.000000
1.223484,0.350547,0.000000,0.000000
1.234519,0.359843,0.000000,0.000000
1.245040,0.368916,0.000000,0.000000
1.255045,0.377767,0.000000,0.000000
1.264536,0.386395,0.000000,0.000000
1.273516,0.394799,0.000000,0.000000
1.281994,0.402973,0.000000,0.000000
1.289978,0.410913,0.000000,0.000000
1.297483,0.418614,0.000000,0.000000
1.304524,0.426071,0.000000,0.000000
1.311121,0.433279,0.000000,0.000000
1.317296,0.440234,0.000000,0.000000
1.323075,0.446934,0.000000,0.000000
1.328486,0.453379,0.000000,0.000000
1.333559,0.459571,0.000000,0.000000
1.338327,0.465517,0.000000,0.000000
1.342824,0.471226,0.000000,0.000000
1.347085,0.476709,0.000000,0.000000
1.351143,0.481985,0.000000,0.000000
1.355035,0.487074,0.000000,0.000000
1.358792,0.492001,0.000000,0.000000
1.362447,0.496796,0.000000,0.000000
1.366028,0.501492,0.000000,0.000000
1.369560,0.506124,0.000000,0.000000
1.373065,0.510732,0.000000,0.000000
1.376559,0.515358,0.000000,0.000000
1.380056,0.520043,0.000000,0.000000
1.383561,0.524830,0.000000,0.000000
1.387079,0.529764,0.000000,0.000000
1.390607,0.534886,0.000000,0.000000
1.394137,0.540236,0.000000,0.000000
1.397660,0.545854,0.000000,0.000000
1.401160,0.551775,0.000000,0.000000
1.404620,0.558031,0.000000,0.000000
1.408018,0.564652,0.000000,0.000000
1.411334,0.571662,0.000000,0.000000
1.414543,0.579085,0.000000,0.000000
1.417622,0.586936,0.000000,0.000000
1.420545,0.595232,0.000000,0.000000
1.423289,0.603983,0.000000,0.000000
1.425832,0.613198,0.000000,0.000000
1.428151,0.622881,0.000000,0.000000
1.430152,0.633020,0.000000,0.000000
1.431739,0.643585,0.000000,0.000000
1.432890,0.654561,0.000000,0.000000
1.433587,0.665931,0.000000,0.000000
1.433811,0.677675,0.000000,0.000000
1.433548,0.689774,0.000000,0.000000
1.432783,0.702206,0.000000,0.000000
1.431506,0.714951,0.000000,0.000000
1.429707,0.727985,0.000000,0.000000
1.427378,0.741288,0.000000,0.000000
1.424513,0.754836,0.000000,0.000000
1.421107,0.768610,0.000000,0.000000
1.417156,0.782586,0.000000,0.000000
1.412659,0.796743,0.000000,0.000000
1.407613,0.811061,0.000000,0.000000
1.402020,0.825518,0.000000,0.000000
1.395880,0.840095,0.000000,0.000000
1.389195,0.854772,0.000000,0.000000
1.381966,0.869529,0.000000,0.000000
1.374199,0.884349,0.000000,0.000000
1.365895,0.899212,0.000000,0.000000
1.357060,0.914102,0.000000,0.000000
1.347699,0.929000,0.000000,0.000000
1.337816,0.943890,0.000000,0.000000
1.327418,0.958755,0.000000,0.000000
1.316511,0.973579,0.000000,0.000000
1.305100,0.988346,0.000000,0.000000
1.293192,1.003041,0.000000,0.000000
1.280794,1.017647,0.000000,0.000000
1.267913,1.032149,0.000000,0.000000
1.254556,1.046532,0.000000,0.000000
1.240729,1.060778,0.000000,0.000000
1.226440,1.074871,0.000000,0.000000
1.211695,1.088795,0.000000,0.000000
1.196501,1.102530,0.000000,0.000000
1.180865,1.116057,0.000000,0.000000
1.164793,1.129355,0.000000,0.000000
1.148291,1.142401,0.000000,0.000000
1.131364,1.155168,0.000000,0.000000
1.114018,1.167628,0.000000,0.000000
1.096259,1.179749,0.000000,0.000000
1.078090,1.191495,0.000000,0.000000
1.059517,1.202827,0.000000,0.000000
1.040545,1.213701,0.000000,0.000000
1.021181,1.224070,0.000000,0.000000
1.001432,1.233889,0.000000,0.000000
0.981308,1.243111,0.000000,0.000000
0.960822,1.251694,0.000000,0.000000
0.939993,1.259604,0.000000,0.000000
0.918842,1.266818,0.000000,0.000000
0.897395,1.273324,0.000000,0.000000
0.875682,1.279129,0.000000,0.000000
0.853735,1.284250,0.000000,0.000000
0.831586,1.288717,0.000000,0.000000
0.809268,1.292568,0.000000,0.000000
0.786814,1.295848,0.000000,0.000000
0.764250,1.298602,0.000000,0.000000
0.741602,1.300875,0.000000,0.000000
0.718895,1.302711,0.000000,0.000000
0.696146,1.304150,0.000000,0.000000
0.673373,1.305228,0.000000,0.000000
0.650591,1.305979,0.000000,0.000000
0.627812,1.306433,0.000000,0.000000
0.605046,1.306616,0.000000,0.000000
0.582302,1.306552,0.000000,0.000000
0.559589,1.306264,0.000000,0.000000
0.536913,1.305772,0.000000,0.000000
0.514281,1.305094,0.000000,0.000000
0.491696,1.304248,0.000000,0.000000
0.469163,1.303250,0.000000,0.000000
0.446686,1.302115,0.000000,0.000000
0.424268,1.300858,0.000000,0.000000
0.401913,1.299495,0.000000,0.000000
0.379621,1.298038,0.000000,0.000000
0.357395,1.296503,0.000000,0.000000
0.335236,1.294903,0.000000,0.000000
0.313145,1.293252,0.000000,0.000000
0.291123,1.291563,0.000000,0.000000
0.269170,1.289851,0.000000,0.000000
0.247285,1.288130,0.000000,0.000000
0.225468,1.286414,0.000000,0.000000
0.203718,1.284718,0.000000,0.000000
0.182033,1.283055,0.000000,0.000000
0.160411,1.281443,0.000000,0.000000
0.138851,1.279895,0.000000,0.000000
0.117350,1.278428,0.000000,0.000000
0.095904,1.277057,0.000000,0.000000
0.074510,1.275800,0.000000,0.000000
0.053166,1.274674,0.000000,0.000000
0.031866,1.273696,0.000000,0.000000
0.010607,1.272884,0.000000,0.000000
-0.010616,1.272257,0.000000,0.000000
-0.031807,1.271834,0.000000,0.000000
-0.052970,1.271635,0.000000,0.000000
-0.074110,1.271679,0.000000,0.000000
-0.095232,1.271987,0.000000,0.000000
-0.116340,1.272580,0.000000,0.000000
-0.137437,1.273480,0.000000,0.000000
-0.158527,1.274707,0.000000,0.000000
-0.179613,1.276285,0.000000,0.000000
-0.200686,1.278284,0.000000,0.000000
-0.221738,1.280770,0.000000,0.000000
-0.242765,1.283752,0.000000,0.000000
-0.263764,1.287243,0.000000,0.000000
-0.284729,1.291252,0.000000,0.000000
-0.305654,1.295788,0.000000,0.000000
-0.326530,1.300862,0.000000,0.000000
-0.347347,1.306480,0.000000,0.000000
-0.368094,1.312648,0.000000,0.000000
-0.388760,1.319372,0.000000,0.000000
-0.409331,1.326654,0.000000,0.000000
-0.429791,1.334495,0.000000,0.000000
-0.450126,1.342893,0.000000,0.000000
-0.470320,1.351844,0.000000,0.000000
-0.490356,1.361345,0.000000,0.000000
-0.510218,1.371386,0.000000,0.000000
-0.529887,1.381959,0.000000,0.000000
-0.549348,1.393055,0.000000,0.000000
-0.568584,1.404660,0.000000,0.000000
-0.587577,1.416762,0.000000,0.000000
-0.606311,1.429346,0.000000,0.000000
-0.624771,1.442399,0.000000,0.000000
-0.642943,1.455904,0.000000,0.000000
-0.660810,1.469845,0.000000,0.000000
-0.678361,1.484206,0.000000,0.000000
-0.695583,1.498967,0.000000,0.000000
-0.712466,1.514112,0.000000,0.000000
-0.728999,1.529620,0.000000,0.000000
-0.745176,1.545472,0.000000,0.000000
-0.760992,1.561647,0.000000,0.000000
-0.776441,1.578124,0.000000,0.000000
-0.791523,1.594881,0.000000,0.000000
-0.806239,1.611895,0.000000,0.000000
-0.820590,1.629143,0.000000,0.000000
-0.834582,1.646600,0.000000,0.000000
-0.848220,1.664242,0.000000,0.000000
-0.861513,1.682044,0.000000,0.000000
-0.874472,1.699977,0.000000,0.000000
-0.887106,1.718016,0.000000,0.000000
-0.899431,1.736131,0.000000,0.000000
-0.911458,1.754292,0.000000,0.000000
-0.923204,1.772469,0.000000,0.000000
-0.934684,1.790627,0.000000,0.000000
-0.945915,1.808731,0.000000,0.000000
-0.956915,1.826745,0.000000,0.000000
-0.967700,1.844628,0.000000,0.000000
-0.978288,1.862337,0.000000,0.000000
-0.988699,1.879826,0.000000,0.000000
-0.998949,1.897042,0.000000,0.000000
-1.009058,1.913933,0.000000,0.000000
