1.100000,0.300739,0.000000
1.135874,0.302314,0.000000
1.171115,0.303853,0.000000
1.205674,0.305430,0.000000
1.239501,0.307112,0.000000
1.272549,0.308955,0.000000
1.304767,0.311010,0.000000
1.336111,0.313320,0.000000
1.366533,0.315919,0.000000
1.395992,0.318836,0.000000
1.424445,0.322091,0.000000
1.451857,0.325696,0.000000
1.478193,0.329658,0.000000
1.503426,0.333975,0.000000
1.527534,0.338636,0.000000
1.550503,0.343626,0.000000
1.572327,0.348922,0.000000
1.593009,0.354495,0.000000
1.612564,0.360314,0.000000
1.631020,0.366344,0.000000
1.648415,0.372548,0.000000
1.664803,0.378893,0.000000
1.680250,0.385348,0.000000
1.694833,0.391892,0.000000
1.708643,0.398512,0.000000
1.721775,0.405206,0.000000
1.734332,0.411988,0.000000
1.746417,0.418887,0.000000
1.758131,0.425946,0.000000
1.769569,0.433222,0.000000
1.780813,0.440786,0.000000
1.791936,0.448716,0.000000
1.802993,0.457098,0.000000
1.814023,0.466017,0.000000
1.825050,0.475559,0.000000
1.836081,0.485804,0.000000
1.847113,0.496823,0.000000
1.858127,0.508679,0.000000
1.869098,0.521422,0.000000
1.879995,0.535089,0.000000
1.890781,0.549708,0.000000
1.901419,0.565292,0.000000
1.911871,0.581846,0.000000
1.922100,0.599364,0.000000
1.932073,0.617832,0.000000
1.941759,0.637227,0.000000
1.951131,0.657524,0.000000
1.960167,0.678691,0.000000
1.968849,0.700691,0.000000
1.977090,0.723500,0.000000
1.984799,0.747083,0.000000
1.991957,0.771390,0.000000
1.998551,0.796369,0.000000
2.004570,0.821969,0.000000
2.010002,0.848137,0.000000
2.014841,0.874821,0.000000
2.019082,0.901970,0.000000
2.022720,0.929534,0.000000
2.025752,0.957461,0.000000
2.028178,0.985704,0.000000
2.029995,1.014213,0.000000
2.031206,1.042941,0.000000
2.031809,1.071842,0.000000
2.031807,1.100870,0.000000
2.031201,1.129980,0.000000
2.029993,1.159129,0.000000
2.028185,1.188275,0.000000
2.025779,1.217377,0.000000
2.022778,1.246395,0.000000
2.019183,1.275289,0.000000
2.014996,1.304023,0.000000
2.010219,1.332560,0.000000
2.004853,1.360866,0.000000
1.998899,1.388906,0.000000
1.992356,1.416647,0.000000
1.985223,1.444060,0.000000
1.977499,1.471112,0.000000
1.969181,1.497777,0.000000
1.960264,1.524024,0.000000
1.950742,1.549828,0.000000
1.940608,1.575160,0.000000
1.929852,1.599995,0.000000
1.918464,1.624305,0.000000
1.906427,1.648062,0.000000
1.893728,1.671237,0.000000
1.880347,1.693799,0.000000
1.866264,1.715714,0.000000
1.851456,1.736944,0.000000
1.835902,1.757447,0.000000
1.819576,1.777176,0.000000
1.802458,1.796081,0.000000
1.784527,1.814106,0.000000
1.765769,1.831192,0.000000
1.746174,1.847281,0.000000
1.725743,1.862315,0.000000
1.704484,1.876241,0.000000
1.682413,1.889015,0.000000
1.659565,1.900623,0.000000
1.635977,1.911064,0.000000
1.611681,1.920331,0.000000
1.586708,1.928430,0.000000
1.561088,1.935375,0.000000
1.534887,1.941331,0.000000
1.508230,1.946811,0.000000
1.481064,1.951838,0.000000
1.453332,1.956395,0.000000
1.424981,1.960467,0.000000
1.395965,1.964008,0.000000
1.366203,1.966410,0.000000
1.335706,1.967454,0.000000
1.304517,1.967161,0.000000
1.272671,1.965566,0.000000
1.240200,1.962716,0.000000
1.207128,1.958662,0.000000
1.173476,1.953458,0.000000
1.139256,1.947158,0.000000
1.104479,1.939816,0.000000
1.069153,1.931481,0.000000
1.033282,1.922199,0.000000
0.996870,1.912012,0.000000
0.959919,1.900960,0.000000
0.922433,1.889080,0.000000
0.884413,1.876407,0.000000
0.845864,1.862973,0.000000
0.806789,1.848809,0.000000
0.767192,1.833947,0.000000
0.727081,1.818417,0.000000
0.686461,1.802248,0.000000
0.645339,1.785471,0.000000
0.603724,1.768116,0.000000
0.561626,1.750214,0.000000
0.519053,1.731795,0.000000
0.476018,1.712891,0.000000
0.432532,1.693536,0.000000
0.388606,1.673761,0.000000
0.344255,1.653602,0.000000
0.299490,1.633092,0.000000
0.254327,1.612268,0.000000
0.208780,1.591165,0.000000
0.162864,1.569820,0.000000
0.116594,1.548271,0.000000
0.069986,1.526557,0.000000
0.023056,1.504717,0.000000
-0.024181,1.482789,0.000000
-0.071707,1.460815,0.000000
-0.119507,1.438836,0.000000
-0.167563,1.416892,0.000000
-0.215861,1.395026,0.000000
-0.264382,1.373279,0.000000
-0.313111,1.351696,0.000000
-0.362032,1.330317,0.000000
-0.411129,1.309188,0.000000
-0.460387,1.288351,0.000000
-0.509790,1.267850,0.000000
-0.559332,1.247758,0.000000
-0.609031,1.228215,0.000000
-0.658869,1.209265,0.000000
-0.708825,1.190941,0.000000
-0.758879,1.173282,0.000000
-0.809013,1.156324,0.000000
-0.859208,1.140105,0.000000
-0.909445,1.124663,0.000000
-0.959708,1.110038,0.000000
-1.009978,1.096269,0.000000
-1.060240,1.083394,0.000000
-1.110474,1.071453,0.000000
-1.160665,1.060483,0.000000
-1.210794,1.050524,0.000000
-1.260844,1.041611,0.000000
-1.310796,1.033782,0.000000
-1.360631,1.027071,0.000000
-1.410328,1.021512,0.000000
-1.459865,1.017134,0.000000
-1.509218,1.013967,0.000000
-1.558362,1.012035,0.000000
-1.607270,1.011360,0.000000
-1.655912,1.011958,0.000000
-1.704257,1.013842,0.000000
-1.752270,1.017018,0.000000
-1.799918,1.021485,0.000000
-1.847162,1.027238,0.000000
-1.893964,1.034261,0.000000
-1.940285,1.042534,0.000000
-1.986085,1.052026,0.000000
-2.031325,1.062698,0.000000
-2.075967,1.074502,0.000000
-2.119972,1.087383,0.000000
-2.163305,1.101276,0.000000
-2.205935,1.116106,0.000000
-2.247830,1.131789,0.000000
-2.288966,1.148234,0.000000
-2.329319,1.165338,0.000000
-2.368871,1.182992,0.000000
-2.407608,1.201076,0.000000
-2.445518,1.219460,0.000000
-2.482594,1.238007,0.000000
-2.518829,1.256569,0.000000
-2.554218,1.274991,0.000000
-2.588756,1.293107,0.000000
-2.622433,1.310745,0.000000
-2.655236,1.327726,0.000000
